1.010000000000000009e+00 1.444790864574704929e-05 -3.471841121919093972e-10 3.249088078982681482e-02 3.182432983269510035e-10 9.073983036379758483e-06 -4.250386355188697127e-11 -3.064769212785819845e-04 -7.147234917627578808e-14 -1.445813772901502940e-05 -9.461278981245237923e-13 -1.900634464782018757e-04 -9.531599434541653138e-13 
1.020000000000000018e+00 1.911029447828512177e-05 9.911277271302036631e-10 4.092141742427859996e-02 -5.223602269787103371e-10 1.045998380296837054e-05 1.033052260719464024e-11 -4.261512720409440179e-04 4.915317886967776822e-12 -2.328451399584802954e-05 -2.768766559858319308e-12 -2.300350850381076479e-04 -8.135723067357561342e-12 
1.030000000000000027e+00 2.328319616626943353e-05 -9.407031097524170538e-10 4.824100257809979531e-02 5.354644401509018959e-10 1.165418163116494285e-05 1.766821707634411278e-10 -5.394690544688896796e-04 -3.005921176884304158e-12 -3.285365718119503421e-05 9.035208705019553783e-13 -2.660972258744885165e-04 9.785203578508538662e-12 
1.040000000000000036e+00 2.703732500806234202e-05 -2.955586424285963348e-10 5.467741152366223378e-02 -3.858348784767269720e-10 1.280583630571859580e-05 1.791339119962514396e-10 -6.457618558905812945e-04 -1.962147795524069581e-12 -4.284355561193138481e-05 1.743200136851628091e-12 -3.013741985401242060e-04 5.856278032241338440e-12 
1.050000000000000044e+00 3.041524868139146439e-05 7.390321595152698726e-10 6.031559587075212975e-02 -4.678464434685183951e-10 1.393391433322667525e-05 1.549279617239357097e-10 -7.445597574040612333e-04 2.409918037237298234e-12 -5.291545189222931524e-05 -8.432298520997361351e-13 -3.359942838716079103e-04 -2.027572196480761932e-11 
1.060000000000000053e+00 3.396061754560062107e-05 -3.923843830213189743e-10 6.622733633390893992e-02 3.567732582435404349e-10 1.516200621705343407e-05 9.493935566100924908e-12 -8.504718683558258260e-04 3.506126994574083337e-12 -6.473723778114122635e-05 -7.842482585440059560e-12 -3.739910409344272932e-04 1.953867297755044833e-11 
1.070000000000000062e+00 3.775205196102309044e-05 2.688118882985113154e-10 7.253004831699531862e-02 -1.346862091844127877e-09 1.649050250728081494e-05 -7.650788041771149471e-11 -9.657435232693079019e-04 5.928266043717507393e-12 -7.876971279616598132e-05 -7.656434570074543487e-12 -4.153970389787203918e-04 -2.180747828085049914e-11 
1.080000000000000071e+00 4.173190060164484548e-05 -1.444367167119596639e-10 7.910533107547346177e-02 -7.555609038121222393e-10 1.787327108012976858e-05 1.571229583181914217e-10 -1.089160726780110744e-03 -1.072403210477289342e-12 -9.503142816688792290e-05 -2.336656942983621721e-13 -4.593357170726346207e-04 3.217705781870884718e-14 
1.090000000000000080e+00 4.585544266276982307e-05 -2.940085149174055539e-10 8.585290710720129559e-02 9.137651655119913073e-10 1.928802939338880086e-05 -2.935309198869349644e-11 -1.219525410414742722e-03 1.082006599126205384e-11 -1.134987033141934544e-04 -9.659942619244686147e-12 -5.050707302985262296e-04 5.046796801683551687e-13 
1.100000000000000089e+00 5.008569239070891435e-05 -2.926888728068889684e-12 9.269611105716372979e-02 1.482272335295208457e-10 2.071486648083941900e-05 1.806499017311611822e-10 -1.355813997188777065e-03 -5.187287703084667261e-12 -1.341309397184178723e-04 3.902862780697669111e-12 -5.520208273527856370e-04 -2.069231987160243233e-12 
1.110000000000000098e+00 5.438916822065289260e-05 4.924051259885402396e-10 9.957830679897600179e-02 -7.110064844703985069e-10 2.213247170517753686e-05 7.357501099000146900e-11 -1.497191392156147546e-03 6.376650014606926262e-12 -1.568789352715026849e-04 -7.996115181179296562e-12 -5.997381509318969140e-04 6.549226562550326335e-12 
1.120000000000000107e+00 5.874872036769592854e-05 7.793443332374252449e-10 1.064585875641543278e-01 -6.644562691278381628e-10 2.353750908880487304e-05 -1.513608797041271355e-10 -1.642985641313935785e-03 3.082124103552477331e-13 -1.816921839525094829e-04 -5.113930823797456167e-12 -6.478775374981779554e-04 -1.180941203143038891e-13 
1.129999999999999893e+00 6.314643268426449734e-05 -1.414350032278254924e-10 1.133079357806268533e-01 -5.754077728662331145e-10 2.492153101374643668e-05 2.652033349919381995e-11 -1.792664189345706451e-03 8.409459780232908402e-12 -2.085217286168443809e-04 -1.391971188607361523e-11 -6.961756717965242747e-04 4.425800159080497827e-13 
1.140000000000000124e+00 6.756919176925008672e-05 -3.698580838876208013e-10 1.201059200826988665e-01 9.550198641978920537e-10 2.627794490696520554e-05 1.209573391589756193e-10 -1.945799038301005823e-03 -8.119552760370280181e-13 -2.373211158724630461e-04 -6.224001030960686033e-12 -7.444286446736471429e-04 3.520261593058973900e-12 
1.149999999999999911e+00 7.200930000502182306e-05 -3.181503825321726009e-10 1.268384392980163866e-01 4.608645625533003707e-10 2.760300718865412465e-05 1.112351801729667148e-10 -2.102047131706889435e-03 -1.845956213849663690e-12 -2.680466535681261882e-04 1.437068752706913234e-11 -7.924781351421502891e-04 -2.016739905214978358e-11 
1.159999999999999920e+00 7.646002683955256305e-05 3.260673937577539275e-10 1.334958115584336802e-01 -8.757633768207641653e-11 2.889676705828646546e-05 4.525451479412265308e-12 -2.261125634268107334e-03 8.083117976647713323e-13 -3.006586960494585020e-04 8.967263379905888892e-12 -8.401989166669904772e-04 -1.273790222639288021e-12 
1.169999999999999929e+00 8.091378592726806529e-05 -4.967477759878941335e-10 1.400714754575027587e-01 7.902894385614762063e-10 3.015349753944359526e-05 4.135810385209738979e-11 -2.422801858138973544e-03 -1.124551070909048048e-11 -3.351190078059058117e-04 1.476978554841674568e-11 -8.874911466376255624e-04 3.787213508956700582e-11 
1.179999999999999938e+00 8.536913502009836185e-05 6.141832981965353958e-10 1.465613782269920284e-01 -6.936643675386661729e-10 3.137742013143088050e-05 -1.475541306839534525e-10 -2.586878435398621157e-03 -5.862278793106920639e-12 -3.713923671547499192e-04 2.433357242380118736e-11 -9.342741499467261714e-04 -2.150163993491762656e-11 
1.189999999999999947e+00 8.982285695229466995e-05 -2.444645501764398780e-11 1.529629008834305359e-01 6.709416598371614707e-11 3.256495732107815192e-05 2.908206194216754400e-10 -2.753188976722043685e-03 -3.334085465992389453e-12 -4.094454033244290651e-04 -9.568634733129411601e-12 -9.804826606418877346e-04 1.932317064397255209e-11 
1.199999999999999956e+00 9.427114470590717491e-05 5.143413215105596922e-10 1.592747229702238532e-01 -2.163181870021882056e-10 3.371489382243647814e-05 9.797144703844888041e-11 -2.921585921669426090e-03 7.832630906669840443e-12 -4.492466720708025892e-04 -7.863195292940757017e-12 -1.026061392031492542e-03 -1.779259696471856969e-11 
1.209999999999999964e+00 9.871299377609758612e-05 -3.853978482027262842e-10 1.654963819796176350e-01 4.003391253726538256e-10 3.483403577313675748e-05 1.997934900483274593e-10 -3.091942078301428143e-03 -1.454508125552692719e-12 -4.907662368245761277e-04 -2.442502710967322307e-11 -1.070964820356920836e-03 3.900154276559932238e-11 
1.219999999999999973e+00 1.031445831830161611e-04 4.164367023650433681e-10 1.716280183020965633e-01 -9.758455298615751893e-11 3.591217205030371623e-05 5.668426100134680111e-11 -3.264142543346015141e-03 8.212637342894300955e-12 -5.339746358312118940e-04 1.217283307387621829e-11 -1.115154301534346248e-03 -9.014507452234059101e-15 
1.229999999999999982e+00 1.075672314790753099e-04 -6.963024986863682834e-11 1.776701938191477537e-01 -1.067443071460812298e-10 3.695747530251067975e-05 -2.078720253562025844e-10 -3.438085266769991093e-03 3.467315766289755633e-12 -5.788446220574084214e-04 -9.412818368196564411e-12 -1.158597358385626440e-03 1.235841368983029436e-11 
1.239999999999999991e+00 1.119788228138113387e-04 -2.304978816032478704e-10 1.836239088131076114e-01 4.428991762951788744e-12 3.796811751168631480e-05 -1.363520898016082305e-10 -3.613675820990991123e-03 9.653017302706845617e-12 -6.253490649941324505e-04 -2.270469785489045894e-11 -1.201266139812519080e-03 -1.365413406399960658e-11 
1.250000000000000000e+00 1.163784930849984397e-04 3.495015295862690983e-10 1.894902762515818795e-01 -1.266810167468045665e-09 3.894588974074920376e-05 1.536580529386813561e-11 -3.790828784026148684e-03 5.065692534811303790e-12 -6.734620214392154176e-04 -5.704119749175836083e-12 -1.243135567747662281e-03 2.013036364668668358e-11 
1.260000000000000009e+00 1.207635550417798939e-04 -6.785620202890745859e-11 1.952706400958245103e-01 -4.702162559139873459e-10 3.988633457451394473e-05 -4.685477904678544312e-11 -3.969464442731235158e-03 1.905328735351034204e-11 -7.231576510802981703e-04 -2.573591722934767511e-11 -1.284185412881223105e-03 -5.928664617125343711e-11 
1.270000000000000018e+00 1.251354223506984554e-04 6.643547992048063232e-10 2.009664945266589620e-01 -1.119502547166357255e-09 4.079561587357847927e-05 -2.259065454145697989e-11 -4.149507959488028287e-03 1.327383103381037258e-12 -7.744114528874510885e-04 -4.291635669513788004e-12 -1.324396843551748238e-03 3.893614433291153646e-11 
