4.564385274280016030e-02  -4.595267512875927701e-05  -1.794479378275292629e-04  6.005552739909547199e-05  3.125825256820241658e-04  1.670977956193495399e-03  3.488673975340696870e-02  5.016781785353145468e-04  1.162867266802011926e-04  -2.770371746320776014e-05  2.198854072186647263e-04  1.662570944427101940e-04  2.242970900564229125e-02  -6.197824256009551230e-04  3.642493536991071277e-05  -7.760111945612572766e-05  -7.648590433008000148e-05  8.481118430695391841e-03
-4.587700819190546834e-05  4.562353296582968148e-02  2.662805621424761552e-04  4.158368150259637592e-04  -3.823752499369003429e-05  -1.721933489755308718e-03  -6.656396299379824071e-04  2.232990535253607731e-02  1.028445205821013048e-04  1.959792894575687421e-05  1.972685752539613641e-04  -8.048149777222356888e-03  5.002269302369864983e-04  3.484659529912646769e-02  -1.824774196453541187e-04  1.488484255569917539e-04  7.798290720841459208e-06  -2.782797039536416181e-04
-1.795157316043034974e-04  2.663287447344414084e-04  5.013322970497733483e-02  -1.546926625095558982e-03  2.046467999611635384e-03  3.507681947195251837e-06  1.892061685085950212e-04  4.076639186695053932e-05  2.297193631049480878e-02  -2.455714317821191574e-04  9.474103980560347540e-03  -1.850269117681833605e-04  -1.520551955781948918e-05  -2.206389640128895589e-04  2.324522993589735187e-02  -1.017949124798001731e-02  4.784657746413380479e-05  1.105583959366557735e-05
5.964628733243227939e-05  4.148041992231850492e-04  -1.547317122454776230e-03  3.844803167776252723e-02  -3.265960101409993836e-04  1.191400436930102976e-04  -4.802798287303079299e-05  2.143696239326924146e-06  -6.410029579067644343e-04  4.655739909905969899e-03  -7.848072974270600818e-04  -1.625466032208482299e-05  4.802294724370808665e-06  -3.107805679996640427e-04  9.905622178541588843e-03  -2.366130414827555262e-03  -1.200269691749693019e-04  6.770316950807028506e-05
3.124916670352716089e-04  -3.793984110579734010e-05  2.046871504184131097e-03  -3.268281285090611759e-04  3.831115027760520486e-02  -3.705353329912167560e-04  -9.819132170421441066e-05  -7.336495757845364865e-05  -9.881742463550910113e-03  1.922648094542965742e-04  -1.865757199822095725e-03  1.563965734229454639e-04  -1.017674020850909338e-04  -8.794115390650728332e-06  3.869334566330255034e-04  -5.120276992161132542e-04  4.363952392174564460e-03  -1.599707907336440373e-04
1.671872399328307645e-03  -1.721246917807107068e-03  2.538662189467602311e-06  1.190709871059230794e-04  -3.700477844329704328e-04  3.535544147721963321e-02  1.317646979820990627e-03  8.898118852904941117e-03  1.256938072351779711e-04  -2.317747698436285362e-06  1.279865707807879133e-04  -1.913214288520978914e-03  -8.990459150341308103e-03  -1.516295260211591393e-03  2.456063520141015628e-06  3.989359132896447854e-05  1.149717944127991008e-04  -2.294035826434385594e-03
3.488671455999216298e-02  -6.654119472492347554e-04  1.890686924752547362e-04  -4.818390620311252510e-05  -9.808418647962566423e-05  1.317391163342635646e-03  4.533325224703907419e-02  1.114142086698401103e-03  -1.903343414576975229e-04  -9.456159018176004530e-06  -1.773877414362895217e-04  2.872197356325500084e-04  2.152347878855736044e-02  -3.057161784936238049e-03  -1.975749145131423202e-05  5.740468904050635495e-05  -6.952454561130179216e-05  4.627285253706848143e-03
5.010727323079488486e-04  2.233039025756855533e-02  4.077308808865900448e-05  2.442493535287818686e-06  -7.288711283617891289e-05  8.898614004486072107e-03  1.114404972478588805e-03  5.057383146368132909e-02  8.551888236900853754e-05  -6.910998196232116721e-05  4.645703952956008168e-06  1.640362307604618453e-03  -6.225774022510914031e-03  2.142388679335659879e-02  -5.081923346784134168e-05  4.061449646308601543e-05  6.888933618743717962e-05  2.557494288796180546e-03
1.158831440352344519e-04  1.028912224158603345e-04  2.297201625420571686e-02  -6.407339364645884845e-04  -9.881636889387684225e-03  1.255726244053279896e-04  -1.901419262346026688e-04  8.547195794379467749e-05  5.164654211897935082e-02  -1.223313604581352011e-04  -1.792817084094645245e-03  8.843484169944145881e-06  4.899262448295285834e-05  -8.389526077210179725e-05  1.589898058198074143e-02  -3.974134115209221330e-03  -3.602535091217945549e-03  -2.446461279205149893e-05
-2.781033072574525845e-05  1.935646840890600491e-05  -2.453157015845334890e-04  4.655749963021784538e-03  1.920207780443634416e-04  -2.505133568252393543e-06  -9.733302472992541474e-06  -6.926749514960721475e-05  -1.222804029611514545e-04  4.192226730605846247e-02  -1.634190310564502329e-04  1.558480760492473736e-04  2.017160303528986592e-05  -5.770609364374744600e-05  3.670970918483475436e-03  4.399710180180763357e-04  -1.184127930990420052e-03  -8.657259291874960393e-05
2.195229099823760082e-04  1.960681734988545320e-04  9.473747692531000672e-03  -7.848049785081337350e-04  -1.865638923070242179e-03  1.273013538126592579e-04  -1.774467886944806232e-04  4.395287186881582550e-06  -1.793186201899774459e-03  -1.637401373137678062e-04  3.897587601369130461e-02  -1.598080554435344625e-06  -2.016967385447404412e-05  -1.109628512417967157e-05  3.959777546165165439e-03  -1.853759377761911341e-03  5.027952389221636287e-04  -1.230168790372161074e-04
1.662662865273771117e-04  -8.047706167909746827e-03  -1.850671089806219395e-04  -1.695745911544118122e-05  1.568382365421419579e-04  -1.912684542046547836e-03  2.876522190280927037e-04  1.641026415111568023e-03  8.940101161589622644e-06  1.564281790447957950e-04  -2.946345134630218446e-06  3.867246017317844953e-02  -2.649705204071710080e-03  -4.405103226871494304e-03  6.243973402426169095e-05  -7.190981869935523618e-05  -2.882619842797412319e-05  1.413736283932772331e-03
2.242967844862464588e-02  4.999379087910026239e-04  -1.515742230089108367e-05  5.165420455742326020e-06  -1.009895275529991611e-04  -8.990755344246231795e-03  2.152287445265472360e-02  -6.226084350507529903e-03  4.897069079837101409e-05  2.021949149827765527e-05  -2.039870231477506878e-05  -2.649825722412233516e-03  5.019716338387651688e-02  1.178647856622122309e-03  -4.641378383448999481e-05  3.748644471686719311e-05  9.592442897866397728e-05  -2.316746993003075770e-03
-6.195163586850387788e-04  3.484656052586059677e-02  -2.206034704883667061e-04  -3.107195036744093541e-04  -9.001485963822503011e-06  -1.516242971522483666e-03  -3.057035665894560893e-03  2.142434298130942855e-02  -8.367766003864210119e-05  -5.818052698885385642e-05  -1.035433087102269961e-05  -4.405111404098727319e-03  1.177867199050926759e-03  4.554825433842440291e-02  2.419684963768673012e-04  -1.524725791977946923e-04  -5.362452728245640604e-05  -1.202679459831223536e-04
