1.010000000000000009e+00 8.827994400785463334e-05 1.529053483109394176e-04 1.411513613521472106e-04 -3.827386667481363913e-05 2.209742722763152590e-05 -9.530220909267480230e-24 -4.643578120456320847e-05 -2.606627117119892010e-05 -8.587660967863634507e-07 1.172638194615277978e-05 -2.091620311522968413e-05 -7.370827596198052511e-08 1.159478824728541217e-06 2.008276234730080016e-06 9.814263936262671711e-03 -9.594310930613903044e-07 5.539277998478892389e-07 -2.733876328448968569e-24 6.438375860892566840e-07 -5.324770175332689629e-05 -8.587660967863908734e-07 2.397715422158054496e-05 3.027568977673103777e-07 7.370827596198051187e-08 
1.020000000000000018e+00 1.738272845495993926e-04 3.010776885816385034e-04 2.806369757650267901e-04 -7.552972912913433570e-05 4.360710944452521082e-05 -6.951567743241995337e-23 -1.026301565690313248e-04 -5.794630473300423562e-05 -3.346080229293457734e-06 2.539616935539860010e-05 -4.503311128427463591e-05 -1.257227690976648603e-07 2.000138657590195260e-06 3.464341777128827198e-06 1.932223067506542991e-02 -1.628046483429262187e-06 9.399530754611057115e-07 -8.792788657351927324e-23 1.132106330299389743e-06 -1.178534751496574783e-04 -3.346080229293578860e-06 5.169790306133290357e-05 5.228278215501772417e-07 1.257227690976649132e-07 
1.030000000000000027e+00 2.572525073125281098e-04 4.455744130397824572e-04 4.180546187923267921e-04 -1.118380270642345837e-04 6.456971503117237151e-05 -3.606616780932211702e-22 -1.614141954291070842e-04 -9.137981385783329263e-05 -7.356032338689598061e-06 3.982147337934525478e-05 -7.040487797901040219e-05 -1.716242991011670226e-07 2.741765037398891812e-06 4.748876347190867262e-06 2.856646040554049887e-02 -2.204022183777018994e-06 1.272492801103563255e-06 1.318081509363024589e-22 1.569857520576616468e-06 -1.854787007019493054e-04 -7.356032338689775938e-06 8.088314956983942868e-05 7.160314268665067356e-07 1.716242991011668109e-07 
1.040000000000000036e+00 3.387759951865329890e-04 5.867772360477859417e-04 5.537079856482879934e-04 -1.472941716174251214e-04 8.504032963338345420e-05 -1.474136555241209725e-22 -2.228986165197539967e-04 -1.264237763275708783e-04 -1.280070293830715063e-05 5.467935851863142492e-05 -9.647671773953160211e-05 -2.116769221523894379e-07 3.396317768060955526e-06 5.882594932930507250e-06 3.757250361900185687e-02 -2.697336017984426869e-06 1.557307676078176483e-06 3.058082429896371021e-23 1.963106317838643339e-06 -2.562477525382976019e-04 -1.280070293830760464e-05 1.108909676954914099e-04 8.846453299940356944e-07 2.116769221523892526e-07 
1.050000000000000044e+00 4.185735353081934890e-04 7.249906298575165215e-04 6.877461884337936725e-04 -1.819620607610972478e-04 1.050558447627186287e-04 -1.885529575124058971e-22 -2.865938179339763800e-04 -1.627845467762413273e-04 -1.960430611455690088e-05 6.979443094971921817e-05 -1.229549131246012567e-04 -2.470964718965895023e-07 3.983466584392542991e-06 6.899566514420750330e-06 4.635945749435964325e-02 -3.126225482669213764e-06 1.804927123966531610e-06 3.711865827406403975e-23 2.321356115227207765e-06 -3.295898002865167210e-04 -1.960430611455758190e-05 1.413792937608735259e-04 1.033706317165017573e-06 2.470964718965893964e-07 
1.060000000000000053e+00 4.967824301571524938e-04 8.604524093397262260e-04 8.202865207084900382e-04 -2.158928325478848796e-04 1.246457849876321034e-04 -1.389647205573882596e-22 -3.521268764623042865e-04 -2.002392174518659806e-04 -2.769990063884710462e-05 8.505269175620194691e-05 -1.496491984841180471e-04 -2.787767129379769124e-07 4.516842203922149936e-06 7.823400186964562966e-06 5.494273810291887966e-02 -3.503547206884844424e-06 2.022773923013518530e-06 1.418524340259569412e-22 2.651189083920246261e-06 -4.050704290975539260e-04 -2.769990063884800248e-05 1.721263534213272905e-04 1.166807520940845612e-06 2.787767129379765947e-07 
1.070000000000000062e+00 5.735126862006914095e-04 9.933531112849044564e-04 9.514345054861789814e-04 -2.491300305287344561e-04 1.438352901889844221e-04 4.257721596264442382e-23 -4.192743073251586189e-04 -2.386540939910049839e-04 -3.702740764139866012e-05 1.003755554364219407e-04 -1.764279553699183182e-04 -3.072593764486073624e-07 5.004786029134109838e-06 8.668543683471170816e-06 6.333531692151554704e-02 -3.837320830606778033e-06 2.215478214517774052e-06 -8.132395961893963552e-23 2.956645549209611587e-06 -4.824292482932133401e-04 -3.702740764139986630e-05 2.029788690063078112e-04 1.286196758044551347e-06 3.072593764486073095e-07 
1.080000000000000071e+00 6.488595248903895104e-04 1.123857664085156248e-03 1.081269004043093271e-03 -2.817099958451609954e-04 1.626453419346120255e-04 1.366791099789868702e-22 -4.877711856360075044e-04 -2.778715936752220025e-04 -4.753244306614688665e-05 1.157021065750900323e-04 -2.031902102180147191e-04 -3.331508070800075074e-07 5.455580898087486507e-06 9.449343300289788866e-06 7.154839718200266263e-02 -4.135492049607856151e-06 2.387627448072639699e-06 6.119895041738320062e-22 3.241733705194734143e-06 -5.613580348324501579e-04 -4.753244306614845196e-05 2.338189371366469868e-04 1.394141543604871681e-06 3.331508070800068192e-07 
1.090000000000000080e+00 7.229003607401202373e-04 1.252100153611758644e-03 1.209877169736741634e-03 -3.136663698276931432e-04 1.810953630557513559e-04 -2.446384663032070805e-22 -5.575460873491113606e-04 -3.178487506183489677e-04 -5.916518330260620072e-05 1.309904462771117732e-04 -2.298651810121309254e-04 -3.566324538089616111e-07 5.872276128248098804e-06 1.017108061019957079e-05 7.959183190465272950e-02 -4.401216019604700293e-06 2.541043253680457555e-06 -2.758452121683991763e-22 3.507951077920394899e-06 -6.417734507341224396e-04 -5.916518330260796255e-05 2.645643093405702050e-04 1.491536377025829595e-06 3.566324538089616640e-07 
1.100000000000000089e+00 8.263790444327131753e-04 1.431330491267676468e-03 1.388947885085518299e-03 -3.583616421328525534e-04 2.069001905526387055e-04 9.443061255217026666e-23 -6.534201014960771018e-04 -3.727988522865377085e-04 -7.752729954980488764e-05 1.527724219644067689e-04 -2.678598610393301250e-04 -3.898770645333566208e-07 6.429971211755467968e-06 1.113703682996571151e-05 9.084813676041647579e-02 -4.774354700544497318e-06 2.756474971566110386e-06 -3.802076481772138986e-23 3.856774166214577754e-06 -7.522778333822780980e-04 -7.752729954980735420e-05 3.083596552964334016e-04 1.625132100812887873e-06 3.898770645333566208e-07 
